Iteration,Average Distance
0,9.664293029230114
1,9.547550719316959
2,9.426100027271058
3,9.304884533422925
4,9.183641364168897
5,9.062615083876299
6,8.941892765186433
7,8.821319506055966
8,8.700858027382859
9,8.580577427621561
10,8.460473901359375
11,8.340549921885795
12,8.220811376077984
13,8.101263003437339
14,7.981902065281017
15,7.862712915939697
16,7.743936783533239
17,7.625577927886053
18,7.507516757363829
19,7.389655801500171
20,7.272234836941277
21,7.155407068004603
22,7.03877097364252
23,6.922287678142507
24,6.805250310018339
25,6.689191108478192
26,6.5762385491979956
27,6.465807125678238
28,6.3572048012604565
29,6.251928372004185
30,6.149771581016552
31,6.050309206244688
32,5.952621937669875
33,5.855159356168453
34,5.760058407959233
35,5.666651392691816
36,5.576230965980312
37,5.4853944610515315
38,5.394438106087645
39,5.304963917562507
40,5.217820803517424
41,5.132791669887789
42,5.049123706008427
43,4.967002646497269
44,4.886039309421276
45,4.806083514782355
46,4.7259391260340315
47,4.648146133488092
48,4.572865154572661
49,4.498021646153089
50,4.4274121209276895
51,4.360268576629872
52,4.295676700020888
53,4.2332431140609454
54,4.171857787079929
55,4.1103535730777185
56,4.048441718766227
57,3.9833953781644142
58,3.922829619087485
59,3.8651855242495494
60,3.8106066414461193
61,3.7580983251850615
62,3.706958125281372
63,3.657368941277951
64,3.609017825597248
65,3.5622837494533552
66,3.5172833309380693
67,3.472013347961067
68,3.428463742211797
69,3.3883200635837714
70,3.350566218045553
71,3.3142611238624005
72,3.281033580989376
73,3.2512566761025985
74,3.2195593353899703
75,3.1906514623934834
76,3.166982689596191
77,3.1471771293417987
78,3.12943552343804
79,3.1131774310433444
80,3.097659067712371
81,3.086519134212744
82,3.07664943269599
83,3.0677443912511513
84,3.0593890666266614
85,3.051149256013781
86,3.042795207703161
87,3.034488713457471
88,3.022278537966761
89,3.0247968698196535
90,3.021833351802708
91,3.014958974307871
92,3.010713137119167
93,3.0130266042397795
94,3.012894595938195
95,3.0073599265978763
96,3.00885626875839
97,3.008008719324517
98,3.0084914315137676
99,3.0052825301847212
