Iteration,Average Distance
0,8.747607162186005
1,8.629847723029235
2,8.508812753341008
3,8.386503987914066
4,8.263889224099964
5,8.141237808938843
6,8.018673118733302
7,7.8962547450708085
8,7.774000660022223
9,7.651928971954673
10,7.530622542001818
11,7.411217070064026
12,7.292371707570014
13,7.1747941436862845
14,7.059705228714161
15,6.945421507699258
16,6.831569123836802
17,6.718013278013455
18,6.60433265472554
19,6.4916636091837745
20,6.380826082555759
21,6.271057693891692
22,6.16197341390995
23,6.053376476984247
24,5.945141382604888
25,5.8371890619624756
26,5.729445141154958
27,5.621271042315141
28,5.515165423693403
29,5.410407324351295
30,5.305860473744129
31,5.2023991589940835
32,5.100118477946755
33,4.999051747683577
34,4.899262223645948
35,4.800338668133659
36,4.702009776358308
37,4.604079932978907
38,4.5059260380433575
39,4.407614382742378
40,4.309098153664581
41,4.211765752449592
42,4.116454052210051
43,4.026741812850598
44,3.939912696947707
45,3.8559231768999815
46,3.7731751027333624
47,3.6947211642694
48,3.616415692279296
49,3.544318588379728
50,3.4801411109837437
51,3.4267953085531957
52,3.3817079403338592
53,3.3422350887336787
54,3.3064932044305424
55,3.2725948569003274
56,3.238834873308134
57,3.2037844550720354
58,3.1706898852056096
59,3.138280831363785
60,3.10784734571919
61,3.082723991353408
62,3.0630043086512972
63,3.050424001723984
64,3.042621716456309
65,3.037267897980375
66,3.0331544979158322
67,3.029697200949796
68,3.02651109887834
69,3.0233154163181375
70,3.020095333881038
71,3.0174100529591286
72,3.014762993402641
73,3.0121421862316877
74,3.0095223784769947
75,3.0068563095482626
76,3.0040757924312533
77,3.001093791265369
78,2.9978062499515716
79,2.9940940167789223
80,2.9898256810808728
81,2.9848623195021875
82,2.9802752023036767
83,2.975896373498675
84,2.9725967433355898
85,2.9699382873942497
86,2.967823056616082
87,2.9661923851254905
88,2.9647400695862403
89,2.9637058428818257
90,2.96270574969956
91,2.9617016676521883
92,2.9607308580468343
93,2.9597933950520225
94,2.9588875907904764
95,2.958009672348
96,2.957154295593276
97,2.956315771261018
98,2.9554886995721774
99,2.9546530255107357
