Iteration,Average Distance
0,10.445973479011805
1,10.320796318276578
2,10.193786967540815
3,10.06672663730515
4,9.939833195992147
5,9.813208748862625
6,9.686815223749617
7,9.560633787034954
8,9.434656465736076
9,9.308881783943317
10,9.183312433183998
11,9.057954024781996
12,8.932814444167574
13,8.808568282285856
14,8.685385548824685
15,8.562537387048225
16,8.439866399625762
17,8.317336362112666
18,8.19493795838837
19,8.072668995837457
20,7.95053035423435
21,7.828525203600995
22,7.707598371179926
23,7.587349103179629
24,7.467300327114868
25,7.347601073557062
26,7.228135001772718
27,7.109805484710564
28,6.993058703812973
29,6.8774585042779774
30,6.76277326964515
31,6.64856414918908
32,6.534521554832299
33,6.420839749705108
34,6.307941670923999
35,6.196286988147197
36,6.086222026509673
37,5.97659655460025
38,5.867922932371923
39,5.760280648998766
40,5.653595234859467
41,5.54844708445608
42,5.445981986232834
43,5.345365404463729
44,5.246072210443638
45,5.150334088983396
46,5.057246280586216
47,4.967201044792791
48,4.88074819395787
49,4.796237591248959
50,4.715983112074589
51,4.638688727820787
52,4.5637978817045965
53,4.49056872312323
54,4.419169999174782
55,4.3479857811326825
56,4.278866345414715
57,4.212418834764399
58,4.149735486515659
59,4.090655384972743
60,4.033651161079474
61,3.9780915504419143
62,3.9234887183783367
63,3.8689069579820843
64,3.813121535778991
65,3.76056981504569
66,3.708306108398509
67,3.6577929920901746
68,3.6091357262761354
69,3.5619041023789855
70,3.5161081019933373
71,3.4721121487607567
72,3.4317707972822507
73,3.3944061006171955
74,3.3589488166115182
75,3.3241686960066628
76,3.2898207197190614
77,3.254721982279309
78,3.2194653287476616
79,3.1898209106897104
80,3.163648372288928
81,3.1405283042131105
82,3.118487379176853
83,3.100714885260617
84,3.0860943539145884
85,3.0729849319682865
86,3.062028996568148
87,3.0536420664201365
88,3.0472921657495307
89,3.0423882672620244
90,3.038504409377412
91,3.0353366926533276
92,3.032653515727114
93,3.030259175856791
94,3.0279875826704257
95,3.025710509981791
96,3.023314525184649
97,3.0206809567382105
98,3.0177078853189503
99,3.014308975336135
